No.     Time        Source                Destination           Protocol Source Port Length Sequence number Acknowledgment number Info
      1 0.000000    192.168.1.102         128.119.245.12        TCP      1161        62     232129012                             health-polling > http [SYN] Seq=232129012 Win=16384 Len=0 MSS=1460 SACK_PERM=1
    146 3.842307    192.168.1.102         128.119.245.12        TCP      1161        1514   232247441       883061786             [TCP segment of a reassembled PDU]
    147 3.843230    192.168.1.102         128.119.245.12        TCP      1161        1514   232248901       883061786             [TCP segment of a reassembled PDU]
    148 3.844008    192.168.1.102         128.119.245.12        TCP      1161        1514   232250361       883061786             [TCP segment of a reassembled PDU]
    149 3.844820    192.168.1.102         128.119.245.12        TCP      1161        946    232251821       883061786             [TCP segment of a reassembled PDU]
    153 4.107686    192.168.1.102         128.119.245.12        TCP      1161        1514   232252713       883061786             [TCP segment of a reassembled PDU]
    154 4.108476    192.168.1.102         128.119.245.12        TCP      1161        1514   232254173       883061786             [TCP segment of a reassembled PDU]
    155 4.109329    192.168.1.102         128.119.245.12        TCP      1161        1514   232255633       883061786             [TCP segment of a reassembled PDU]
    156 4.110217    192.168.1.102         128.119.245.12        TCP      1161        1514   232257093       883061786             [TCP segment of a reassembled PDU]
    157 4.111334    192.168.1.102         128.119.245.12        TCP      1161        1514   232258553       883061786             [TCP segment of a reassembled PDU]
    158 4.112209    192.168.1.102         128.119.245.12        TCP      1161        946    232260013       883061786             [TCP segment of a reassembled PDU]
    162 4.380034    192.168.1.102         128.119.245.12        TCP      1161        1514   232260905       883061786             [TCP segment of a reassembled PDU]
    163 4.380741    192.168.1.102         128.119.245.12        TCP      1161        1514   232262365       883061786             [TCP segment of a reassembled PDU]
    164 4.381618    192.168.1.102         128.119.245.12        TCP      1161        1514   232263825       883061786             [TCP segment of a reassembled PDU]
    165 4.382478    192.168.1.102         128.119.245.12        TCP      1161        1514   232265285       883061786             [TCP segment of a reassembled PDU]
    166 4.383659    192.168.1.102         128.119.245.12        TCP      1161        1514   232266745       883061786             [TCP segment of a reassembled PDU]
    167 4.384548    192.168.1.102         128.119.245.12        TCP      1161        946    232268205       883061786             [TCP segment of a reassembled PDU]
    171 4.648386    192.168.1.102         128.119.245.12        TCP      1161        1514   232269097       883061786             [TCP segment of a reassembled PDU]
    172 4.649100    192.168.1.102         128.119.245.12        TCP      1161        1514   232270557       883061786             [TCP segment of a reassembled PDU]
    173 4.649993    192.168.1.102         128.119.245.12        TCP      1161        1514   232272017       883061786             [TCP segment of a reassembled PDU]
    174 4.650926    192.168.1.102         128.119.245.12        TCP      1161        1514   232273477       883061786             [TCP segment of a reassembled PDU]
    175 4.651858    192.168.1.102         128.119.245.12        TCP      1161        1514   232274937       883061786             [TCP segment of a reassembled PDU]
    176 4.652735    192.168.1.102         128.119.245.12        TCP      1161        946    232276397       883061786             [TCP segment of a reassembled PDU]
    180 4.920310    192.168.1.102         128.119.245.12        TCP      1161        1514   232277289       883061786             [TCP segment of a reassembled PDU]
    181 4.921025    192.168.1.102         128.119.245.12        TCP      1161        1514   232278749       883061786             [TCP segment of a reassembled PDU]
    182 4.921916    192.168.1.102         128.119.245.12        TCP      1161        1514   232280209       883061786             [TCP segment of a reassembled PDU]
    183 4.922820    192.168.1.102         128.119.245.12        TCP      1161        1514   232281669       883061786             [TCP segment of a reassembled PDU]
    184 4.923863    192.168.1.102         128.119.245.12        TCP      1161        1514   232283129       883061786             [TCP segment of a reassembled PDU]
    185 4.924667    192.168.1.102         128.119.245.12        TCP      1161        946    232284589       883061786             [TCP segment of a reassembled PDU]
    192 5.197508    192.168.1.102         128.119.245.12        TCP      1161        1514   232285481       883061786             [TCP segment of a reassembled PDU]
    193 5.198388    192.168.1.102         128.119.245.12        TCP      1161        1514   232286941       883061786             [TCP segment of a reassembled PDU]
    194 5.199275    192.168.1.102         128.119.245.12        TCP      1161        1514   232288401       883061786             [TCP segment of a reassembled PDU]
    195 5.200252    192.168.1.102         128.119.245.12        TCP      1161        1514   232289861       883061786             [TCP segment of a reassembled PDU]
    196 5.201150    192.168.1.102         128.119.245.12        TCP      1161        1514   232291321       883061786             [TCP segment of a reassembled PDU]
    197 5.202024    192.168.1.102         128.119.245.12        TCP      1161        326    232292781       883061786             [TCP segment of a reassembled PDU]
    199 5.297341    192.168.1.102         128.119.245.12        HTTP     1161        104    232293053       883061786             POST /ethereal-labs/lab3-1-reply.htm HTTP/1.1  (text/plain)
    206 5.651141    192.168.1.102         128.119.245.12        TCP      1161        54     232293103       883062516             health-polling > http [ACK] Seq=232293103 Ack=883062516 Win=16790 Len=0
